60041,60036
60036,60034
60038,60030
60030,60037
60039,60043
60037,60034
60025,60032
60035,60044
60038,60038
60036,60042
60033,60040
60041,60037
60031,60042
60035,60039
60036,60045
60040,60046
60043,60039
60026,60044
60038,60047
60027,60045
60046,60040
60039,60041
60047,60042
60037,60034
60032,60035
60038,60033
60039,60048
60043,60036
60048,60041
60028,60049
60042,60049
60050,60034
60029,60031
60043,60043
60040,60044
60044,60037
60032,60035
60045,60037
60040,60045
60046,60030
60033,60044
60051,60047
60031,60050
60038,60048
60052,60041
60039,60032
60053,60034
60045,60035
60033,60046
60042,60041
60051,60036
60038,60047
60040,60054
60039,60052
60037,60036
60053,60034
60054,60041
60042,60049
60055,60038
60042,60048
60056,60039
60049,60057
60043,60040
60043,60055
60050,60040
60051,60041
60041,60052
60042,60053
60044,60056
60037,60042
60050,60054
60043,60046
60035,60045
60043,60058
60044,60043
60059,60044
60047,60044
60045,60057
60045,60051
60060,60046
60038,60055
60061,60036
60044,60046
60062,60052
60047,60053
60056,60054
60046,60048
60049,60055
60056,60045
60037,60057
60063,60039
60047,60050
60064,60040
60058,60057
60041,60038
60065,60039
60059,60042
60048,60058
60048,60043
60058,60046
60066,60044
60051,60067
60045,60047
60059,60049
60050,60052
60040,60046
60060,60068
60053,60047
60049,60047
60060,60048
60061,60054
60059,60045
60060,60048
60041,60051
60069,60052
60049,60053
60049,60046
60055,60054
60048,60062
60061,60063
60049,60055
60042,60070
60062,60050
60071,60056
60047,60061
60056,60064
60057,60063
60058,60064
60043,60065
60044,60057
60051,60066
60067,60059
60052,60058
60068,60060
60072,60065
60061,60069
60059,60045
60070,60050
60046,60051
60052,60060
60071,60053
60062,60054
60063,60072
60066,60047
60073,60053
60048,60050
60048,60073
60067,60054
60049,60074
60068,60074
60051,60050
60069,60050
60075,60075
60076,60061
60052,60051
60055,60077
60062,60078
60056,60063
60057,60079
60051,60064
60080,60064
60058,60076
60081,60070
60077,60055
60065,60052
60059,60071
60072,60056
60065,60078
60082,60060
60053,60049
60079,60053
60080,60061
60050,60052
60081,60066
60057,60054
60062,60053
60055,60083
60067,60056
60073,60062
60063,60068
60084,60058
60057,60066
60063,60051
60085,60082
60058,60067
60083,60086
60087,60068
60052,60064
60054,60054
60065,60055
60088,60069
60069,60074
60075,60059
60064,60060
60076,60070
60077,60071
60056,60070
60066,60053
60059,60089
60057,60055
60060,60078
60061,60072
60058,60067
60073,60062
60090,60084
60079,60061
60071,60074
60054,60059
60075,60062
60085,60063
60068,60060
60069,60055
60065,60080
60076,60086
60056,60056
60066,60081
60063,60082
60067,60072
60064,60064
60073,60077
60068,60078
60065,60074
60091,60069
60083,60075
60087,60092
60065,60076
60057,60061
60077,60066
60088,60078
60093,60067
60068,60084
60089,60070
60090,60066
60079,60071
60067,60094
60072,60069
60079,60073
60070,60057
60095,60080
60085,60081
60086,60068
60074,60087
60069,60070
60058,60071
60071,60080
60072,60091
60070,60075
60071,60082
60062,60058
60081,60083
60076,60073
60072,60096
60073,60082
60097,60074
60072,60063
60075,60098
60099,60084
60076,60077
60078,60074
60085,60075
60100,60077
60076,60086
60088,60101
60079,60102
60059,60073
60083,60087
60059,60064
60078,60080
60089,60079
60080,60092
60093,60081
60103,60088
60060,60074
60061,60065
60094,60082
60095,60084
60060,60062
60104,60085
60105,60081
60089,60086
60090,60096
60087,60082
60077,60083
60106,60088
60078,60107
60075,60061
60062,60063
60097,60089
60079,60091
60092,60090
60090,60091
60084,60093
60083,60094
60108,60092
60084,60085
60085,60091
60064,60066
60092,60098
60093,60086
60080,60094
60063,60065
60066,60076
60067,60067
60064,60068
60065,60077
60109,60099
60095,60093
60078,60066
60110,60081
60100,60096
60101,60082
60068,60069
60067,60070
60102,60083
60097,60111
60071,60068
60069,60069
60084,60098
60094,60103
60072,60070
60087,60095
60079,60073
60104,60099
60105,60112
60071,60070
60086,60106
60095,60100
60087,60096
60107,60088
60113,60108
60085,60097
60074,60080
60109,60098
60110,60089
60114,60090
60081,60075
60086,60101
60102,60099
60115,60087
60116,60103
60104,60117
60088,60100
60111,60105
60071,60076
60072,60072
60096,60088
60091,60118
60089,60097
60112,60106
60073,60077
60078,60073
60089,60101
60079,60074
60092,60102
60113,60093
60075,60080
60074,60082
60083,60081
60094,60103
60104,60095
60075,60076
60084,60077
